Movie Countries,log_revenues,Revenue with inflation,Countries_List,primary countries,United_States_of_America,United_Kingdom,France,Germany,Canada,South_Korea,Japan,Australia,Italy,Spain,Hong_Kong,New_Zealand,Ireland,China,Others
['United States of America'],17.848513682657188,56430123.73486627,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.980206663916018,8711954.003558718,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Canada']",12.166177212683456,192177.9822843673,"['United States of America', 'Canada']","['United States of America', 'Canada']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
[],14.91197707054084,2993569.573320614,[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Denmark', 'Sweden']",16.374618245387122,12924279.67141468,"['Denmark', 'Sweden']","['Others', 'Others']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"['South Korea', 'Korea']",14.912041628088536,2993762.8370693764,"['South Korea', 'Korea']","['South Korea', 'Others']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"['United States of America', 'Canada', 'South Korea']",19.40309000796298,267088335.96638015,"['United States of America', 'Canada', 'South Korea']","['United States of America', 'Canada', 'South Korea']",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
['United States of America'],12.881070837884828,392805.8851395971,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['South Korea'],15.548323910316943,5656545.399071798,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"['United States of America', 'Hong Kong', 'South Korea']",15.889738683339448,7958401.199714752,"['United States of America', 'Hong Kong', 'South Korea']","['United States of America', 'Hong Kong', 'South Korea']",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
['United States of America'],18.43653782729765,101598347.40704222,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'France']",15.052380738665008,3444814.9266014234,"['United States of America', 'France']","['United States of America', 'France']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
['Japan'],17.103957845771287,26801216.75539769,['Japan'],['Japan'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
['United States of America'],16.404694542955028,13318898.746308288,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'New Zealand']",19.41595995570445,270547963.75405854,"['United States of America', 'New Zealand']","['United States of America', 'New Zealand']",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
[],15.714112728083268,6676555.228083612,[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.87194887091952,57768192.00996532,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.653403913772031,6283287.657321972,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],12.12841781370264,185056.74998624204,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United Kingdom'],16.587189824264907,15985455.31984903,['United Kingdom'],['United Kingdom'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United Kingdom'],15.555018469472287,5694540.515234618,['United Kingdom'],['United Kingdom'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",19.883278424217742,431715957.5207744,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['South Korea'],17.012488544139106,24458504.461422756,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
['United States of America'],19.907019974004523,442088202.8108834,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United Kingdom'],9.738151919085851,16952.18340701471,['United Kingdom'],['United Kingdom'],0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Finland', 'Iceland', 'Ireland', 'Sweden']",15.670555224622364,6391983.752797446,"['Finland', 'Iceland', 'Ireland', 'Sweden']","['Others', 'Others', 'Ireland', 'Others']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"['United States of America', 'Mexico', 'Australia', 'Canada']",17.720486335222066,49648877.26565652,"['United States of America', 'Mexico', 'Australia', 'Canada']","['United States of America', 'Others', 'Australia', 'Canada']",1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
['United States of America'],14.67234273561932,2355686.465219944,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.490057830795,39430801.42057545,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],13.658305819862978,854529.0862439006,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['Canada'],9.50458290228806,13421.093664012911,['Canada'],['Canada'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.83056719443265,409549033.6706855,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['South Korea'],16.201770224657764,10872750.083464798,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Arab Emirates']",17.122747952236693,27309575.572765708,"['United States of America', 'United Arab Emirates']","['United States of America', 'Others']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
['United States of America'],11.870368121168196,142966.85814653116,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],9.7458021003295,17082.368015555636,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['South Korea'],17.094144041499515,26539481.27098085,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
['United States of America'],20.658675878922203,937451779.1589544,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],12.915354306384486,406506.1375518216,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['Italy'],16.55801321550414,15525792.25662215,['Italy'],['Italy'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
['United States of America'],19.883949803795083,432005900.1177449,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],12.136716316830492,186598.83364823717,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.97017646377692,8625008.132475143,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['Hong Kong'],13.288240576559057,590214.0676248303,['Hong Kong'],['Hong Kong'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
['United States of America'],18.11934767824076,73983131.92615658,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.465304979101,284233027.5145834,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.288791480809756,238240560.7961257,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'France']",16.156661495019172,10393191.590990389,"['United States of America', 'France']","['United States of America', 'France']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],14.99794676902984,3262312.2107394426,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],11.211601143061024,73983.77882287119,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.42660506618776,100594190.57386634,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],13.172427670433136,525669.3439758593,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],20.40707230330764,728918366.2920305,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['South Korea'],16.802731275067526,19830491.285839416,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
['United States of America'],15.744675104866564,6883756.782615474,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['France'],17.159883249476895,28342790.415833544,['France'],['France'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Canada', 'United Kingdom', 'Sweden']",15.49008521052182,5336524.789090876,"['United States of America', 'Canada', 'United Kingdom', 'Sweden']","['United States of America', 'Canada', 'United Kingdom', 'Others']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
[],15.756717779967264,6967156.800753017,[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.753484275953102,51314518.20014124,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.24744038736163,228589959.65967456,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[],13.272735537296503,581133.3556517591,[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],17.575652977629346,42954543.1147962,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.926850002795682,8259296.751224455,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.677832045332455,351539291.501174,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],13.05015187540433,465167.0537384892,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.73670190483751,18563389.72770756,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['Japan'],15.470012461222584,5230473.991176578,['Japan'],['Japan'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
['South Korea'],17.197404981996065,29426464.54474997,['South Korea'],['South Korea'],0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
['United States of America'],14.278024739097024,1588061.6446692592,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['Canada'],17.48091667023666,39072000.56045236,['Canada'],['Canada'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
['United States of America'],20.7332881184412,1010072672.7624325,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.226134202294645,82320786.39062901,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.481709976557852,288934326.57211906,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[],14.22681319601644,1508781.9022865684,[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],19.135401998547124,204361695.4021673,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",15.69542624252981,6552952.323875518,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'France']",18.325401739224564,90911925.05113363,"['United States of America', 'France']","['United States of America', 'France']",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
['Turkey'],12.662927101015592,315819.8076640863,['Turkey'],['Others'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
['United States of America'],17.99479345450341,65318995.93721337,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],12.50227824775493,268949.32226125395,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[],9.524385529584238,13689.515537293171,[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.849224434053102,20774242.460652307,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.006035884004554,66057483.56341948,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['France'],17.98824073704,64892378.290806025,['France'],['France'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],13.539087222487446,758491.7663123234,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.811502871894492,7359502.342379939,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'Spain', 'United Kingdom', 'France']",18.662392888679022,127342757.72092947,"['United States of America', 'Spain', 'United Kingdom', 'France']","['United States of America', 'Spain', 'United Kingdom', 'France']",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
['Turkey'],15.645433797799036,6233408.162719668,['Turkey'],['Others'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
['United States of America'],12.577785346608948,290043.25517298304,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],9.55089380515131,14057.253503687123,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],16.173004524637758,10564443.404033825,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['Hungary', 'United Kingdom']",16.893464659146932,21713932.41252247,"['Hungary', 'United Kingdom']","['Others', 'United Kingdom']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"['United States of America', 'Canada']",18.832372992154205,150936985.35578015,"['United States of America', 'Canada']","['United States of America', 'Canada']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
['United States of America'],18.62348187008721,122482885.75753476,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom']",12.962103905003158,425961.3549271746,"['United States of America', 'United Kingdom']","['United States of America', 'United Kingdom']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
['United States of America'],15.18498995481086,3933302.472690501,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['New Zealand'],16.515577659116836,14880730.205520598,['New Zealand'],['New Zealand'],0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
['Canada'],9.569433874607675,14320.306939501776,['Canada'],['Canada'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
[],17.19348552480974,29311354.508612465,[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"['United States of America', 'United Kingdom', 'Kenya']",13.77389146519254,959235.0905730636,"['United States of America', 'United Kingdom', 'Kenya']","['United States of America', 'United Kingdom', 'Others']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
['United States of America'],9.764713905652547,17408.50059159115,['United States of America'],['United States of America'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
['Japan'],19.0904158399522,195371970.391482,['Japan'],['Japan'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
['Japan'],18.015159713655724,66662938.62500917,['Japan'],['Japan'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
['Turkey'],16.729595779124658,18431943.536362216,['Turkey'],['Others'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"['Mexico', 'Argentina', 'India']",14.85950978205766,2840554.342347837,"['Mexico', 'Argentina', 'India']","['Others', 'Others', 'Others']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"['United Arab Emirates', 'United States of America']",17.699825781665382,48633627.89856733,"['United Arab Emirates', 'United States of America']","['Others', 'United States of America']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
