Movie Languages,log_revenues,Revenue with inflation,Languages_List,primary languages,Italian_Language,Arabic_Language,Russian_Language,German_Language,Spanish_Language,Standard_Mandarin,French_Language,Cantonese,Japanese_Language,English_Language,Korean_Language,Others
"['German Language', 'English Language']",18.32788798102881,91138235.29411764,"['German Language', 'English Language']","['German Language', 'English Language']",0,0,0,1,0,0,0,0,0,1,0,0
['English Language'],19.402339740525058,266888023.4382353,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.046954135566747,25316176.47058824,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],15.396694228612391,4860705.882352942,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.2292756923607,30379411.764705885,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.76972073330785,141770588.23529413,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.39302766816008,13164411.764705883,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['French Language', 'English Language']",19.736161248867475,372654117.6470589,"['French Language', 'English Language']","['French Language', 'English Language']",0,0,0,0,0,0,1,0,0,1,0,0
['English Language'],15.980621061398924,8715564.96350365,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.84066509031817,55988960.2189781,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.23845017070102,11278966.423357664,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.593419114794653,16085344.16058394,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.570256346536844,42723357.66423357,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.288322000741196,11855731.751824817,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.688039382193228,48063777.37226277,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.046996130343796,9313691.97080292,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
[],16.920168655437344,22301592.700729925,[],[],0,0,0,0,0,0,0,0,0,0,0,0
['English Language'],16.2441159082367,11343051.459854014,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.809273247007344,54258664.23357664,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['Russian Language', 'English Language']",16.062923657039896,9463223.722627737,"['Russian Language', 'English Language']","['Russian Language', 'English Language']",0,0,1,0,0,0,0,0,0,1,0,0
[],16.565134400956072,15636748.905109487,[],[],0,0,0,0,0,0,0,0,0,0,0,0
['English Language'],16.31674309665077,12197518.613138683,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
[],16.35791529254039,12710198.90510949,[],[],0,0,0,0,0,0,0,0,0,0,0,0
"['Silent film', 'English Language']",14.75039453279075,2546917.9339999994,"['Silent film', 'English Language']","['Others', 'English Language']",0,0,0,0,0,0,0,0,0,1,0,1
['English Language'],17.597385013925095,43898249.99999999,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['Silent film', 'English Language']",15.78419759728342,7161267.849999999,"['Silent film', 'English Language']","['Others', 'English Language']",0,0,0,0,0,0,0,0,0,1,0,1
['English Language'],17.19191990581693,29265500.0,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.60797201722198,16321144.23076923,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.498772725256988,14632749.999999998,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.33171864059382,12381557.692307692,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.498772725256988,14632749.999999998,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
[],16.60797201722198,16321144.23076923,[],[],0,0,0,0,0,0,0,0,0,0,0,0
['English Language'],16.236408460789495,11255961.538461538,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.64187356889766,16883942.307692308,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.67466339172065,17446740.384615384,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.92955564134944,22511923.07692308,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.87826234696189,21386326.92307692,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.92955564134944,22511923.07692308,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.824195125691613,20260730.769230768,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.04644939282094,25303401.538461536,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.236408460789495,11255961.538461538,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.92955564134944,22511923.07692308,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.19191990581693,29265500.0,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
[],17.090823788945563,26451509.61538461,[],[],0,0,0,0,0,0,0,0,0,0,0,0
['English Language'],16.92955564134944,22511923.07692308,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.376170403164654,12944355.769230768,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.376170403164654,12944355.769230768,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['English Language', 'Spanish Language']",18.31585000246933,90047692.3076923,"['English Language', 'Spanish Language']","['English Language', 'Spanish Language']",0,0,0,0,1,0,0,0,0,1,0,0
['English Language'],16.70641209003523,18009538.46153846,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.498772725256988,14632749.999999998,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
[],16.64187356889766,16883942.307692308,[],[],0,0,0,0,0,0,0,0,0,0,0,0
['English Language'],16.308729122369122,12100158.653846152,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.285198624958927,11818759.615384614,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.41873001758345,13507153.846153846,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.59058027451011,16039745.192307692,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.90423783336515,21949125.0,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.90423783336515,21949125.0,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.64187356889766,16883942.307692308,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.376170403164654,12944355.769230768,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.236408460789495,11255961.538461538,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.536513053239833,15195548.076923076,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.376170403164654,12944355.769230768,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.15269919266365,28139903.846153844,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.721916276571196,18290937.5,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.367810572280597,34893480.76923077,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.001876302929066,24200317.307692304,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.459552012103703,14069951.923076922,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.60797201722198,16321144.23076923,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.15269919266365,28139903.846153844,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.236408460789495,11255961.538461538,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.18231860984481,78791730.76923077,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.92955564134944,22511923.07692308,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.19191990581693,29265500.0,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.70641209003523,18009538.46153846,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['English Language', 'Spanish Language']",16.236408460789495,11255961.538461538,"['English Language', 'Spanish Language']","['English Language', 'Spanish Language']",0,0,0,0,1,0,0,0,0,1,0,0
['English Language'],16.67466339172065,17446740.384615384,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['French Language', 'German Language', 'English Language']",17.74048585756577,50651826.92307692,"['French Language', 'German Language', 'English Language']","['French Language', 'German Language', 'English Language']",0,0,0,1,0,0,1,0,0,1,0,0
['English Language'],16.459552012103703,14069951.923076922,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.67466339172065,17446740.384615384,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.02816793001755,67535769.23076923,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.459552012103703,14069951.923076922,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.92955564134944,22511923.07692308,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.266027877970654,31516692.307692304,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.978345805518874,23637519.23076923,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.0361653764077,25044514.42307692,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.824195125691613,20260730.769230768,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.459552012103703,14069951.923076922,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['French Language', 'English Language']",17.248009372467976,30953894.23076923,"['French Language', 'English Language']","['French Language', 'English Language']",0,0,0,0,0,0,1,0,0,1,0,0
"['French Language', 'Bengali Language', 'English Language']",16.236408460789495,11255961.538461538,"['French Language', 'Bengali Language', 'English Language']","['French Language', 'Others', 'English Language']",0,0,0,0,0,0,1,0,0,1,0,1
['English Language'],16.737183748701984,18572336.538461536,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.79602424872492,19697932.69230769,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.92955564134944,22511923.07692308,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.824195125691613,20260730.769230768,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.248009372467976,30953894.23076923,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.79602424872492,19697932.69230769,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.824195125691613,20260730.769230768,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.67466339172065,17446740.384615384,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.79602424872492,19697932.69230769,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.285198624958927,11818759.615384614,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.79602424872492,19697932.69230769,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.64187356889766,16883942.307692308,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.70641209003523,18009538.46153846,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.92955564134944,22511923.07692308,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.62506645058128,16602543.269230768,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['French Language', 'Hindi Language', 'English Language']",16.85159409987973,20823528.846153844,"['French Language', 'Hindi Language', 'English Language']","['French Language', 'Others', 'English Language']",0,0,0,0,0,0,1,0,0,1,0,1
['English Language'],16.236408460789495,11255961.538461538,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.17250181995983,28702701.92307692,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.13249648534613,27577105.769230768,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.64187356889766,16883942.307692308,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['English Language', 'Spanish Language']",16.459552012103703,14069951.923076922,"['English Language', 'Spanish Language']","['English Language', 'Spanish Language']",0,0,0,0,1,0,0,0,0,1,0,0
['English Language'],17.50335606427682,39958663.46153846,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.283727455070053,32079490.384615384,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.64187356889766,16883942.307692308,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.498772725256988,14632749.999999998,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.70641209003523,18009538.46153846,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.439349304786184,13788552.884615384,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.069317583724597,25888711.538461536,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.572880697410707,15758346.153846152,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],17.111877198143397,27014307.69230769,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
"['French Language', 'English Language', 'German Language']",16.67466339172065,17446740.384615384,"['French Language', 'English Language', 'German Language']","['French Language', 'English Language', 'German Language']",0,0,0,1,0,0,1,0,0,1,0,0
['English Language'],17.19191990581693,29265500.0,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],18.587783717952973,118187596.15384614,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
['English Language'],16.261101073379866,11537360.576923076,['English Language'],['English Language'],0,0,0,0,0,0,0,0,0,1,0,0
